"Bug ID","Product","Component","Assignee","Status","Severity","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Depends on","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","Reporter","Reporter Real Name","Summary","Target Milestone","URL","Version","Votes"
59433,"POI","XSSF","dev","NEEDINFO","normal"," ---","Account special format not processed when value is 0 (zero)","2016-05-17 09:07:29",,"POI Developers List",,,"PC",,,3,"2016-05-06 07:15:59","All",,"P2","cgh_chen","GuoHui Chen","Account special format not processed when value is 0 (zero)"," ---",,"3.14-FINAL",0
59705,"POI","XSSF","dev","NEEDINFO","blocker"," ---","Wrong implementation of XSSFPivotTable.addColumnLabel() methods","2016-06-19 20:33:45",,"POI Developers List",,,"PC",,,6,"2016-06-15 11:45:29","All",,"P2","chennak.s","Chenna Kesavarao","Wrong implementation of XSSFPivotTable.addColumnLabel() methods"," ---",,"3.14-FINAL",0
59707,"POI","XSSF","dev","NEEDINFO","normal"," ---","Create new line in cell doesn't work with BufferedReader","2016-08-18 18:30:21",,"POI Developers List",,,"PC",,,11,"2016-06-15 13:48:30","All",,"P2","rbidet",,"Create new line in cell doesn't work with BufferedReader"," ---",,"3.15-dev",0
60047,"POI","XSSF","dev","NEEDINFO","normal"," ---","XSSFDrawing.getShapes() changes Anchor type.","2017-02-17 05:55:17",,"POI Developers List",,,"PC",,,2,"2016-08-26 10:36:13","Linux",,"P2","dmitrii","Dmitrii Rogozin","XSSFDrawing.getShapes() changes Anchor type."," ---",,"3.12-FINAL",2
60072,"POI","XSSF","dev","NEEDINFO","normal"," ---","Sheet shiftRows doesn't trigger charts position updating","2016-09-10 05:22:13",,"POI Developers List",,,"PC",,,5,"2016-08-31 12:12:38","Linux",,"P2","lapocioni","Lapo Cioni","Sheet shiftRows doesn't trigger charts position updating"," ---",,"3.13-FINAL",0
60258,"POI","XSSF","dev","NEEDINFO","major"," ---","XLSX files created in POI unreadable in Excel 2013+ due to AbsolutePath in workbook","2017-11-11 07:18:47",,"POI Developers List",,,"PC",,,2,"2016-10-14 18:40:32","All",,"P2","tywdev","Mr. West","XLSX files created in POI unreadable in Excel 2013+ due to AbsolutePath in workbook"," ---",,"3.15-FINAL",0
62108,"POI","XSSF","dev","NEEDINFO","major"," ---","ArrayIndexOfBounds exception when getColumnWidth()","2018-04-02 21:08:26",,"POI Developers List",,,"PC",,,8,"2018-02-16 09:03:22","All",,"P2","dmytro.sylaiev","Dmytro Sylaiev","ArrayIndexOfBounds exception when getColumnWidth()"," ---",,"3.17-FINAL",0
62259,"POI","XSSF","dev","NEEDINFO","normal"," ---","CTMarkerSize class missing","2018-04-05 11:42:49",,"POI Developers List",,,"PC",,,2,"2018-04-05 09:05:22","All",,"P2","scanti.rulla","Enrico Scantamburlo","CTMarkerSize class missing"," ---",,"3.17-FINAL",0
62444,"POI","XSSF","dev","NEEDINFO","normal"," ---","Newline character in table header row cell causes damage to Excel file","2018-06-28 13:52:54",,"POI Developers List",,,"PC",,,2,"2018-06-09 16:27:55","All",,"P2","dmgauntt","David Gauntt","Newline character in table header row cell causes damage to Excel file"," ---",,"3.17-FINAL",0
56702,"POI","XSSF","dev","NEEDINFO","major"," ---","Get one exception ""java.lang.IllegalStateException: Cannot get a numeric value from a text cell"" when calling org.apache.poi.ss.usermodel.DataFormatter.formatCellValue","2017-06-23 14:10:32",,"POI Developers List",57062,,"PC",,,22,"2014-07-08 07:31:16","All",,"P3",278880105,"sangshenghong","Get one exception ""java.lang.IllegalStateException: Cannot get a numeric value from a text cell"" when calling org.apache.poi.ss.usermodel.DataFormatter.formatCellValue"," ---",,"3.13-FINAL",8
60253,"POI","XSSF","dev","NEEDINFO","regression"," ---","XSSFValidationConstraint.prettyPrint() changed from 3.14 to 3.15","2016-10-14 08:10:58",,"POI Developers List",,,"PC",,,2,"2016-10-14 06:38:43","All",,"P4","onealj","Javen O'Neal","XSSFValidationConstraint.prettyPrint() changed from 3.14 to 3.15"," ---",,"3.15-FINAL",0
48433,"POI","XSSF","dev","RESOLVED","normal","INVALID","org.apache.poi.POIXMLException: java.lang.reflect.InvocationTargetException at org.apache.poi.xssf.usermodel.XSSFFactory.createDocumentPart(XSSFFactory.java:61)","2012-04-25 12:47:01",,"POI Developers List",,,"PC",,,6,"2009-12-23 02:55:44","Windows XP",,"P1","ydkalyan","ydkalyan","org.apache.poi.POIXMLException: java.lang.reflect.InvocationTargetException at org.apache.poi.xssf.usermodel.XSSFFactory.createDocumentPart(XSSFFactory.java:61)"," ---",,"3.5-FINAL",0
48526,"POI","XSSF","dev","RESOLVED","major","FIXED","Not Yet Implemented Error for RANDBETWEEN()","2010-08-12 10:27:42",,"POI Developers List",,,"PC",,,5,"2010-01-11 20:47:57","Windows XP",,"P1","jaibabus","Jaibabu","Not Yet Implemented Error for RANDBETWEEN()"," ---",,"3.5-FINAL",0
48528,"POI","XSSF","dev","RESOLVED","major","FIXED","An Error in Date() function","2012-04-28 17:29:25",,"POI Developers List",,,"PC",,,13,"2010-01-11 21:01:05","Windows XP",,"P1","jaibabus","Jaibabu","An Error in Date() function"," ---",,"3.5-FINAL",1
48539,"POI","XSSF","dev","RESOLVED","normal","FIXED","Implement MROUND and VAR","2010-12-11 07:43:05",,"POI Developers List",,,"PC",,,7,"2010-01-13 12:38:53","Windows XP",,"P1","anh.n.phung",,"Implement MROUND and VAR"," ---",,"3.6-FINAL",5
48900,"POI","XSSF","dev","RESOLVED","normal","FIXED","XSSF doesn't have the method protectSheet as we have for HSSF API","2010-08-18 08:51:42",,"POI Developers List",,,"PC",,,5,"2010-03-12 15:41:24","Windows XP",,"P1","viveckrshastri",,"XSSF doesn't have the method protectSheet as we have for HSSF API"," ---",,"3.6-FINAL",0
49020,"POI","XSSF","dev","RESOLVED","regression","FIXED","""org.xml.sax.SAXParseException: </b> does not close tag <br>."" when opening some Excel 2007 files","2010-05-05 13:51:23",,"POI Developers List",,,"All",,,5,"2010-03-29 21:10:28","All",,"P1","paulsp","Paul Spencer","""org.xml.sax.SAXParseException: </b> does not close tag <br>."" when opening some Excel 2007 files"," ---",,"3.6-FINAL",0
53611,"POI","XSSF","dev","RESOLVED","major","FIXED","Incorret dimension set in created workbook sheet xml file","2017-12-26 10:01:36",,"POI Developers List",61798,,"PC",,,14,"2012-07-27 12:45:17","Linux",,"P1","math2306","Mathias Rühle","Incorret dimension set in created workbook sheet xml file"," ---",,"3.9-FINAL",8
56822,"POI","XSSF","dev","RESOLVED","critical","FIXED","Countifs function implements wrong logic","2017-03-08 08:46:26",,"POI Developers List",,,"PC",,,7,"2014-08-06 18:32:41","All",,"P1","kirill.frolov77","kirill.frolov77@gmail.com","Countifs function implements wrong logic"," ---",,"3.15-FINAL",0
56859,"POI","XSSF","dev","RESOLVED","enhancement","WONTFIX","IF Function evaluation","2016-10-09 11:27:51",,"POI Developers List",,,"PC",,,6,"2014-08-15 09:04:40","Windows XP",,"P1","tina","Tina Parro","IF Function evaluation"," ---",,"3.10-FINAL",0
56894,"POI","XSSF","dev","RESOLVED","critical","WORKSFORME","[poi 3.8 beta 3]compiler thread bringing instance down","2015-09-13 20:44:03",,"POI Developers List",,,"HP",,,4,"2014-08-27 18:50:24","Linux",,"P1","basil.abraham","Basil","[poi 3.8 beta 3]compiler thread bringing instance down"," ---",,"3.8-FINAL",0
56957,"POI","XSSF","dev","RESOLVED","blocker","FIXED","Excel 2007 file is unusable after closing Workbook object","2015-10-26 07:56:30",,"POI Developers List",,,"PC",,,10,"2014-09-11 07:39:03","All",,"P1","vardarmo","Armen Vardanyan","Excel 2007 file is unusable after closing Workbook object"," ---",,"3.11-dev",2
57697,"POI","XSSF","dev","RESOLVED","normal","WORKSFORME","Comments added have transparent textbox with no background color","2016-06-15 10:47:12",,"POI Developers List",,,"PC",,,3,"2015-03-13 04:40:07","All",,"P1","bishnoi.neelakshi","Neelakshi","Comments added have transparent textbox with no background color"," ---",,"3.10-FINAL",0
57768,"POI","XSSF","dev","RESOLVED","normal","FIXED","CellStyle.cloneStyleFrom(...) does not copying background colors and borders","2015-06-10 14:52:17",,"POI Developers List",,,"PC",,,7,"2015-03-27 15:01:35","All",,"P1","mshlayen","Michael","CellStyle.cloneStyleFrom(...) does not copying background colors and borders"," ---",,"3.12-dev",0
58883,"POI","XSSF","dev","RESOLVED","blocker","WORKSFORME","Numbers after the decimal point are being cut (rounded) in version 3.13, but not in version 3.10.1 (BWC break)","2016-07-24 19:11:04",,"POI Developers List",,,"All",,,8,"2016-01-18 08:43:12","All",,"P1","shahar",,"Numbers after the decimal point are being cut (rounded) in version 3.13, but not in version 3.10.1 (BWC break)"," ---",,"3.13-FINAL",0
59458,"POI","XSSF","dev","RESOLVED","blocker","INVALID","Exporting xlsx using apache poi 3.13 on weblogic : File format or extension not valid","2016-05-17 08:55:45",,"POI Developers List",,,"PC",,,10,"2016-05-11 12:07:47","Linux",,"P1","kishan089.ce","Kishan Sarsecha","Exporting xlsx using apache poi 3.13 on weblogic : File format or extension not valid"," ---",,"3.13-FINAL",0
60227,"POI","XSSF","dev","RESOLVED","blocker","DUPLICATE","Overwriting all cells containing a shared formula results in a corrupted workbook","2017-12-21 13:57:03",,"POI Developers List",,,"PC",,,16,"2016-10-08 17:54:55","Windows NT",,"P1","hasitha.gunasinghe","Hasitha","Overwriting all cells containing a shared formula results in a corrupted workbook"," ---",,"3.15-FINAL",0
45431,"POI","XSSF","dev","RESOLVED","normal","FIXED","XSSFWorkbook cannot save a macro-enabled Excel (.xlsm)","2016-03-31 06:08:43",,"POI Developers List",,,"PC",,,11,"2008-07-18 02:42:57","Windows XP",,"P2","matthew.knl","Matthew","XSSFWorkbook cannot save a macro-enabled Excel (.xlsm)"," ---",,"unspecified",0
45551,"POI","XSSF","dev","RESOLVED","normal","FIXED","poi-3.5-beta1-20080718.jar - content from a TextBox object in a 2007 xlsx document is not extracted.","2013-08-08 14:27:41",,"POI Developers List",,,"PC",,,3,"2008-08-05 05:30:38","Windows Server 2003",,"P2","grizolle_benedicte","xtrim","poi-3.5-beta1-20080718.jar - content from a TextBox object in a 2007 xlsx document is not extracted."," ---",,"unspecified",0
45874,"POI","XSSF","dev","RESOLVED","normal","FIXED","Enumeration in XSSFFont","2008-11-11 02:09:02",,"POI Developers List",,,"PC",,,1,"2008-09-24 06:20:46","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Enumeration in XSSFFont"," ---",,"3.5-dev",0
45881,"POI","XSSF","dev","RESOLVED","normal","FIXED","Fix some examples","2008-09-24 10:57:11",,"POI Developers List",,,"PC",,,2,"2008-09-24 08:40:02","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Fix some examples"," ---",,"3.5-dev",0
45892,"POI","XSSF","dev","RESOLVED","normal","FIXED","patch XSSFRow.setHeight()","2008-09-25 23:03:16",,"POI Developers List",,,"PC",,,2,"2008-09-25 07:35:10","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","patch XSSFRow.setHeight()"," ---",,"3.5-dev",0
45894,"POI","XSSF","dev","RESOLVED","normal","FIXED","patch XSSFWorkbook","2008-09-25 23:03:03",,"POI Developers List",,,"PC",,,2,"2008-09-25 08:46:47","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","patch XSSFWorkbook"," ---",,"3.5-dev",0
45898,"POI","XSSF","dev","RESOLVED","normal","FIXED","patch to setFillBackgroundColor and setFillForegroundColor","2008-09-28 21:30:35",,"POI Developers List",,,"PC",,,2,"2008-09-26 06:28:07","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","patch to setFillBackgroundColor and setFillForegroundColor"," ---",,"3.5-dev",0
45899,"POI","XSSF","dev","RESOLVED","normal","FIXED","patch for XSSFWorkbook","2008-09-28 22:33:05",,"POI Developers List",,,"PC",,,2,"2008-09-26 06:29:08","Linux",,"P2","d.montagni","Daniele Montagni","patch for XSSFWorkbook"," ---",,"3.5-dev",0
45917,"POI","XSSF","dev","RESOLVED","normal","FIXED","Documentation XSSFFont","2008-11-05 20:11:03",,"POI Developers List",,,"PC",,,3,"2008-09-30 05:03:57","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Documentation XSSFFont"," ---",,"3.5-dev",0
45918,"POI","XSSF","dev","RESOLVED","normal","FIXED","implemented method in XSSFCell","2008-11-05 20:17:16",,"POI Developers List",,,"PC",,,3,"2008-09-30 05:13:25","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","implemented method in XSSFCell"," ---",,"3.5-dev",0
45920,"POI","XSSF","dev","RESOLVED","normal","FIXED","Implement XSSFSheet.getDisplayGuts and XSSFSheet.setDisplayGuts","2008-11-05 20:20:09",,"POI Developers List",,,"PC",,,2,"2008-09-30 06:09:51","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Implement XSSFSheet.getDisplayGuts and XSSFSheet.setDisplayGuts"," ---",,"3.5-dev",0
45942,"POI","XSSF","dev","RESOLVED","normal","FIXED","Border and fill pattern enum values","2008-10-05 06:57:22",,"POI Developers List",,,"PC",,,2,"2008-10-03 05:57:41","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Border and fill pattern enum values"," ---",,"3.5-dev",0
45967,"POI","XSSF","dev","RESOLVED","normal","FIXED","Implemented XSSFPrintSetup object","2008-10-12 03:38:20",,"POI Developers List",,,"PC",,,2,"2008-10-08 05:44:57","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Implemented XSSFPrintSetup object"," ---",,"3.5-dev",0
45972,"POI","XSSF","dev","RESOLVED","normal","WONTFIX","POI 3.5b3: OOXML needs too many support libraries","2008-10-13 08:26:35",,"POI Developers List",,,"All",,,2,"2008-10-09 04:53:30","All",,"P2","richard.evans","Richard Evans","POI 3.5b3: OOXML needs too many support libraries"," ---",,"3.5-dev",0
45974,"POI","XSSF","dev","RESOLVED","normal","FIXED","POI 3.5b3: XSSFCell.getCellStyle can return null","2008-10-21 10:57:07",,"POI Developers List",,,"PC",,,2,"2008-10-09 04:57:46","Windows Vista",,"P2","richard.evans","Richard Evans","POI 3.5b3: XSSFCell.getCellStyle can return null"," ---",,"3.5-dev",0
45988,"POI","XSSF","dev","RESOLVED","normal","FIXED","XSSFRow.getLastCellNum() returns index of last cell","2008-10-12 22:45:51",,"POI Developers List",,,"PC",,,2,"2008-10-10 09:55:54","Windows Vista",,"P2","nmische","Nathan Mische","XSSFRow.getLastCellNum() returns index of last cell"," ---",,"3.5-dev",0
46003,"POI","XSSF","dev","RESOLVED","normal","FIXED","Implemented XSSFWorkbook.setPrintArea()","2008-10-17 11:45:42",,"POI Developers List",,,"PC",,,2,"2008-10-14 06:02:13","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","Implemented XSSFWorkbook.setPrintArea()"," ---",,"3.5-dev",0
46004,"POI","XSSF","dev","RESOLVED","normal","FIXED","implementd examples","2008-10-17 10:45:41",,"POI Developers List",,,"PC",,,2,"2008-10-14 06:19:57","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","implementd examples"," ---",,"3.5-dev",0
46006,"POI","XSSF","dev","RESOLVED","normal","FIXED","javadoc","2008-10-17 10:46:04",,"POI Developers List",,,"PC",,,2,"2008-10-14 08:34:39","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","javadoc"," ---",,"3.5-dev",0
46078,"POI","XSSF","dev","RESOLVED","normal","FIXED","split freeze pane","2008-10-30 02:44:12",,"POI Developers List",,,"PC",,,3,"2008-10-24 05:57:07","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","split freeze pane"," ---",,"3.5-dev",0
46079,"POI","XSSF","dev","RESOLVED","normal","FIXED","newlines in cells","2008-10-25 06:40:05",,"POI Developers List",,,"PC",,,2,"2008-10-24 06:05:29","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","newlines in cells"," ---",,"3.5-dev",0
46080,"POI","XSSF","dev","RESOLVED","normal","FIXED","javadoc for XSSFHyperlink","2008-10-25 06:40:30",,"POI Developers List",,,"PC",,,2,"2008-10-24 06:13:36","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","javadoc for XSSFHyperlink"," ---",,"3.5-dev",0
46081,"POI","XSSF","dev","RESOLVED","normal","FIXED","implemented XSSFWorkbook.setRepeatingRowsAndColumns","2008-10-25 06:40:55",,"POI Developers List",,,"PC",,,3,"2008-10-24 07:53:28","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","implemented XSSFWorkbook.setRepeatingRowsAndColumns"," ---",,"3.5-dev",0
46119,"POI","XSSF","dev","RESOLVED","normal","FIXED","fix shift rows","2008-10-30 02:43:29",,"POI Developers List",,,"PC",,,2,"2008-10-29 08:02:38","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","fix shift rows"," ---",,"3.5-dev",0
46120,"POI","XSSF","dev","RESOLVED","normal","FIXED","javadoc for Header Footer classes","2008-10-30 02:43:51",,"POI Developers List",,,"PC",,,2,"2008-10-29 08:25:34","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","javadoc for Header Footer classes"," ---",,"3.5-dev",0
46161,"POI","XSSF","dev","RESOLVED","normal","FIXED","implemented setGroupColumnCollapsed() setGroupRowCollapsed()","2009-05-17 11:34:07",,"POI Developers List",,,"PC",,,3,"2008-11-06 10:41:25","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","implemented setGroupColumnCollapsed() setGroupRowCollapsed()"," ---",,"3.5-dev",0
46207,"POI","XSSF","dev","RESOLVED","normal","FIXED","[POI 3.5 Beta 3] MS Excel 2007 open workbook (saved by XSSFWorkbook )  with errors","2008-11-13 22:50:29",,"POI Developers List",,,"PC",,,6,"2008-11-13 19:37:48","Windows XP",,"P2","matthew.knl","Matthew","[POI 3.5 Beta 3] MS Excel 2007 open workbook (saved by XSSFWorkbook )  with errors"," ---",,"3.5-dev",0
46212,"POI","XSSF","dev","RESOLVED","normal","FIXED","XWPFRun","2008-11-15 04:54:30",,"POI Developers List",,,"PC",,,2,"2008-11-14 07:47:51","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","XWPFRun"," ---",,"3.5-dev",0
46229,"POI","XSSF","dev","RESOLVED","normal","FIXED","XWPFParagraph","2008-12-30 10:36:54",,"POI Developers List",,,"PC",,,2,"2008-11-18 08:44:48","Mac OS X 10.4",,"P2","g.bronzetti","Gisella Bronzetti","XWPFParagraph"," ---",,"3.5-dev",0
46419,"POI","XSSF","dev","RESOLVED","major","FIXED","XSSFWorkbook.write() file format error","2009-07-28 03:07:23",,"POI Developers List",,,"PC",,,14,"2008-12-19 04:45:19","Windows XP",,"P2","jmvazquez","Jose Miguel","XSSFWorkbook.write() file format error"," ---",,"3.5-dev",0
46433,"POI","XSSF","dev","RESOLVED","normal","FIXED","XSSFWorkbook.getCellFormula() Failed","2008-12-22 11:53:40",,"POI Developers List",,,"PC",,,3,"2008-12-22 02:02:03","Windows XP",,"P2","matthew.knl","Matthew","XSSFWorkbook.getCellFormula() Failed"," ---",,"3.5-dev",0
46448,"POI","XSSF","dev","RESOLVED","normal","WONTFIX","Performance problem while reading a Excel 2007 document (compare to Excel 2003 document)","2008-12-30 02:04:38",,"POI Developers List",,,"PC",,,3,"2008-12-30 00:52:45","Windows XP",,"P2","matthew.knl","Matthew","Performance problem while reading a Excel 2007 document (compare to Excel 2003 document)"," ---",,"3.5-dev",0
46535,"POI","XSSF","dev","RESOLVED","critical","FIXED","Cell type cannot be changed and the output file cannot be opened by MS Excel 2007","2009-02-08 05:24:19",,"POI Developers List",,,"PC",,,11,"2009-01-14 22:41:30","Windows XP",,"P2","matthew.knl","Matthew","Cell type cannot be changed and the output file cannot be opened by MS Excel 2007"," ---",,"3.5-dev",0
46536,"POI","XSSF","dev","RESOLVED","critical","FIXED","XSSFSheet.shiftRows(...) is not working","2009-02-08 08:40:02",,"POI Developers List",,,"PC",,,12,"2009-01-14 23:34:20","Windows XP",,"P2","matthew.knl","Matthew","XSSFSheet.shiftRows(...) is not working"," ---",,"3.5-dev",0
46537,"POI","XSSF","dev","RESOLVED","normal","WONTFIX","Cannot get cell formula.","2009-01-15 23:06:51",,"POI Developers List",,,"PC",,,6,"2009-01-15 00:42:02","Windows XP",,"P2","matthew.knl","Matthew","Cannot get cell formula."," ---",,"3.5-dev",0
46662,"POI","XSSF","dev","RESOLVED","normal","DUPLICATE","Writing a workbook twice throws XmlValueDisconnectedException","2014-07-16 21:09:51",,"POI Developers List",,,"PC",,,16,"2009-02-04 02:24:04","Windows XP",,"P2","vinu.kumar","Vinu Kumar","Writing a workbook twice throws XmlValueDisconnectedException"," ---",,"3.7-FINAL",9
46663,"POI","XSSF","dev","RESOLVED","normal","FIXED","Calling shiftRows on a xlsx file corrupts the workbook","2009-02-12 20:10:01",,"POI Developers List",,,"PC",,,4,"2009-02-04 02:43:58","Windows Server 2003",,"P2","vinu.kumar","Vinu Kumar","Calling shiftRows on a xlsx file corrupts the workbook"," ---",,"3.5-dev",2
46673,"POI","XSSF","dev","RESOLVED","normal","INVALID","How to get formatted value from cell?","2009-02-08 10:48:03",,"POI Developers List",,,"PC",,,2,"2009-02-08 07:24:45","Windows XP",,"P2","geetha.munees","geetha","How to get formatted value from cell?"," ---",,"3.5-dev",0
46687,"POI","XSSF","dev","RESOLVED","major","FIXED","XLSX is corrupted after set value to cell.","2009-02-15 12:50:23",,"POI Developers List",,,"PC",,,4,"2009-02-10 01:20:11","Windows XP",,"P2","matthew.knl","Matthew","XLSX is corrupted after set value to cell."," ---",,"3.5-dev",0
46700,"POI","XSSF","dev","RESOLVED","normal","INVALID","FormulaParseException thrown, when XSSFRow.shift(...) is called.","2009-02-26 00:21:11",,"POI Developers List",,,"PC",,,2,"2009-02-11 22:06:03","Windows XP",,"P2","matthew.knl","Matthew","FormulaParseException thrown, when XSSFRow.shift(...) is called."," ---",,"3.5-dev",0
46708,"POI","XSSF","dev","RESOLVED","normal","FIXED","no Method getMergedRegion(int) in common interface org.apache.poi.ss.usermodel.Sheet","2009-02-24 00:42:20",,"POI Developers List",,,"PC",,,2,"2009-02-12 07:08:56","Windows XP",,"P2","squ1sh","Boris Gingold","no Method getMergedRegion(int) in common interface org.apache.poi.ss.usermodel.Sheet"," ---",,"3.5-dev",0
46715,"POI","XSSF","dev","RESOLVED","major","FIXED","Column width from original xlsx file is discarded","2009-02-25 11:13:14",,"POI Developers List",,,"Macintosh",,,2,"2009-02-16 07:26:57","other",,"P2","ronny","Ronny Løvtangen","Column width from original xlsx file is discarded"," ---",,"3.5-dev",0
46719,"POI","XSSF","dev","RESOLVED","normal","FIXED","ShiftRows(...) will change unrelated rows' height","2009-02-25 11:13:36",,"POI Developers List",,,"PC",,,3,"2009-02-17 00:26:45","Windows XP",,"P2","matthew.knl","Matthew","ShiftRows(...) will change unrelated rows' height"," ---",,"3.5-dev",0
46725,"POI","XSSF","dev","RESOLVED","normal","FIXED","Hyperlink to NamedRanges for HSSFWorkbook broken","2009-02-17 15:29:32",,"POI Developers List",,,"PC",,,5,"2009-02-17 12:16:34","Windows XP",,"P2","wayne.clingingsmith","Wayne Clingingsmith","Hyperlink to NamedRanges for HSSFWorkbook broken"," ---",,"3.5-dev",0
46729,"POI","XSSF","dev","RESOLVED","normal","FIXED","maxParams for excel functions in XSSF should be 255","2009-04-18 00:16:32",,"POI Developers List",,,"PC",,,3,"2009-02-18 00:02:37","Windows XP",,"P2","Maksym_Symonov","Maksym Symonov","maxParams for excel functions in XSSF should be 255"," ---",,"3.2-FINAL",0
46772,"POI","XSSF","dev","RESOLVED","normal","FIXED","Excel 2007 Cellformat is null","2009-03-01 08:28:12",,"POI Developers List",,,"PC",,,2,"2009-02-26 06:53:48","Windows XP",,"P2","Oliver.Tribess",,"Excel 2007 Cellformat is null"," ---",,"3.5-dev",0
46774,"POI","XSSF","dev","RESOLVED","normal","WONTFIX","Extreme memory usage in XSSF workbook","2009-02-27 06:29:32",,"POI Developers List",,,"All",,,6,"2009-02-26 14:48:15","All",,"P2","rob","Rob W","Extreme memory usage in XSSF workbook"," ---",,"3.5-dev",0
46806,"POI","XSSF","dev","RESOLVED","critical","FIXED","Unable to Create XSSF Workbook with formula that references column > 255","2009-05-17 09:41:06",,"POI Developers List",,,"PC",,,5,"2009-03-05 11:48:05","Windows XP",,"P2","timvbn","Tim","Unable to Create XSSF Workbook with formula that references column > 255"," ---",,"3.5-dev",1
46832,"POI","XSSF","dev","RESOLVED","major","FIXED","XSSF - Cannot create Merged Regions when column is bigger than 255 or row bigger than 65536","2009-04-06 08:14:34",,"POI Developers List",,,"PC",,,2,"2009-03-10 19:55:11","Windows Vista",,"P2","jurgen.prokein",,"XSSF - Cannot create Merged Regions when column is bigger than 255 or row bigger than 65536"," ---",,"3.5-dev",0
46885,"POI","XSSF","dev","RESOLVED","normal","FIXED","[Patch] - setting cached formula result corrupts workbook","2009-03-22 08:14:57",,"POI Developers List",,,"All",,,2,"2009-03-21 13:50:12","All",,"P2","josh","Josh Micich","[Patch] - setting cached formula result corrupts workbook"," ---","http://mail-archives.apache.org/mod_mbox/poi-user/200903.mbox/<20090320192839.7F44F2700@courageux.xo.com>","3.5-dev",0
46898,"POI","XSSF","dev","RESOLVED","blocker","FIXED","[PATCH] Unexpected Error -60 Circular reference","2016-11-25 21:58:43",,"POI Developers List",,,"HP","PatchAvailable",,10,"2009-03-24 01:27:28","Linux",,"P2","kokkik.cheong","Cheong Kok Kik","[PATCH] Unexpected Error -60 Circular reference"," ---",,"3.11-dev",0
46992,"POI","XSSF","dev","RESOLVED","normal","FIXED","XSSFCellStyle.cloneStyleFrom(...) failed, and always throw exception.","2009-05-01 08:27:57",,"POI Developers List",,,"PC",,,3,"2009-04-08 02:13:05","Windows XP",,"P2","matthew.knl","Matthew","XSSFCellStyle.cloneStyleFrom(...) failed, and always throw exception."," ---",,"3.5-dev",0
47026,"POI","XSSF","dev","RESOLVED","normal","FIXED","Problems with Cell Formula","2009-04-20 09:51:05",,"POI Developers List",,,"PC",,,6,"2009-04-14 02:51:41","Windows XP",,"P2","matthew.knl","Matthew","Problems with Cell Formula"," ---",,"3.5-dev",0
47028,"POI","XSSF","dev","RESOLVED","normal","FIXED","Inconsistent behavior between HSSF, XSSF: Cell.setCellStyle(...)","2009-04-17 11:09:14",,"POI Developers List",,,"PC",,,3,"2009-04-14 03:11:09","Windows XP",,"P2","matthew.knl","Matthew","Inconsistent behavior between HSSF, XSSF: Cell.setCellStyle(...)"," ---",,"3.5-dev",0
47041,"POI","XSSF","dev","RESOLVED","critical","INVALID","Getting error while creating a worksheet using XSSFWorkbook class","2009-04-17 09:47:55",,"POI Developers List",,,"PC",,,2,"2009-04-16 22:43:45","Windows XP",,"P2","kumar.naveen","Naveen","Getting error while creating a worksheet using XSSFWorkbook class"," ---","http://www.nabble.com/Getting-error-while-creating-a-worksheet-using-XSSFWorkbook-class(APACHE-3.5-beta-4)-td22822952.html#a22822952","3.5-dev",0
47089,"POI","XSSF","dev","RESOLVED","major","FIXED","XSSFWorkbook.createSheet(...) corrupts Excel file","2009-04-24 11:27:27",,"POI Developers List",,,"PC",,,2,"2009-04-23 19:38:02","Windows XP",,"P2","matthew.knl","Matthew","XSSFWorkbook.createSheet(...) corrupts Excel file"," ---",,"3.5-dev",0
47100,"POI","XSSF","dev","RESOLVED","normal","FIXED","Change Worksheet name, related formula are not updated","2011-03-04 06:32:22",,"POI Developers List",,,"PC",,,7,"2009-04-27 00:01:30","Windows XP",,"P2","matthew.knl","Matthew","Change Worksheet name, related formula are not updated"," ---",,"3.7-FINAL",0
